postcode,dwelling types,number of bedrooms,rent
2422,Flat/Unit,3 Bedrooms,
2422,Flat/Unit,4 or more Bedrooms,
2423,Total,Total,440
2423,Total,1 Bedroom,
2423,Total,Not Specified,
2423,Total,2 Bedrooms,
2423,Total,3 Bedrooms,
2423,Total,4 or more Bedrooms,
2423,House,Total,440
2423,House,1 Bedroom,
2423,House,Not Specified,
2423,House,2 Bedrooms,
2423,House,3 Bedrooms,
2423,House,4 or more Bedrooms,
2423,Other,Total,
2423,Other,1 Bedroom,
2423,Other,Not Specified,
2423,Other,2 Bedrooms,
2423,Other,3 Bedrooms,
2423,Townhouse,Total,
2423,Townhouse,2 Bedrooms,
2423,Townhouse,3 Bedrooms,
2423,Townhouse,4 or more Bedrooms,
2423,Flat/Unit,Total,
2423,Flat/Unit,1 Bedroom,
2423,Flat/Unit,2 Bedrooms,
2423,Flat/Unit,3 Bedrooms,
2424,Total,Total,
2424,Total,2 Bedrooms,
2424,Total,3 Bedrooms,
2424,Total,4 or more Bedrooms,
2424,House,Total,
2424,House,2 Bedrooms,
2424,House,3 Bedrooms,
2424,House,4 or more Bedrooms,
2425,Total,Total,
2425,Total,1 Bedroom,
2425,Total,Not Specified,
2425,Total,2 Bedrooms,
2425,Total,3 Bedrooms,
2425,Total,4 or more Bedrooms,
2425,House,Total,
2425,House,1 Bedroom,
2425,House,Not Specified,
2425,House,2 Bedrooms,
2425,House,3 Bedrooms,
2425,House,4 or more Bedrooms,
2425,Townhouse,Total,
2425,Townhouse,1 Bedroom,
2425,Townhouse,3 Bedrooms,
2425,Flat/Unit,Total,
2425,Flat/Unit,1 Bedroom,
2425,Flat/Unit,2 Bedrooms,
2425,Flat/Unit,3 Bedrooms,
2426,Total,Total,
2426,Total,1 Bedroom,
2426,Total,2 Bedrooms,
2426,Total,3 Bedrooms,
2426,Total,4 or more Bedrooms,
2426,House,Total,
2426,House,1 Bedroom,
2426,House,2 Bedrooms,
2426,House,3 Bedrooms,
2426,House,4 or more Bedrooms,
2426,Other,Total,
2426,Other,2 Bedrooms,
2426,Other,3 Bedrooms,
2426,Flat/Unit,Total,
2426,Flat/Unit,1 Bedroom,
2426,Flat/Unit,2 Bedrooms,
2426,Flat/Unit,3 Bedrooms,
2427,Total,Total,495
2427,Total,1 Bedroom,
2427,Total,Not Specified,
2427,Total,2 Bedrooms,
2427,Total,3 Bedrooms,
2427,Total,4 or more Bedrooms,
2427,House,Total,500
2427,House,1 Bedroom,
2427,House,Not Specified,
2427,House,2 Bedrooms,
2427,House,3 Bedrooms,
2427,House,4 or more Bedrooms,
2427,Other,Total,
2427,Other,1 Bedroom,
2427,Other,Not Specified,
2427,Other,2 Bedrooms,
2427,Other,3 Bedrooms,
2427,Other,4 or more Bedrooms,
2427,Townhouse,Total,
2427,Townhouse,Not Specified,
2427,Townhouse,2 Bedrooms,
2427,Townhouse,3 Bedrooms,
2427,Townhouse,4 or more Bedrooms,
2427,Flat/Unit,Total,
2427,Flat/Unit,1 Bedroom,
2427,Flat/Unit,Not Specified,
2427,Flat/Unit,2 Bedrooms,
2427,Flat/Unit,3 Bedrooms,
2428,Total,Total,450
2428,Total,Bedsitter,
2428,Total,1 Bedroom,303
2428,Total,Not Specified,475
2428,Total,2 Bedrooms,400
2428,Total,3 Bedrooms,550
2428,Total,4 or more Bedrooms,650
2428,House,Total,550
2428,House,Bedsitter,
2428,House,1 Bedroom,
2428,House,Not Specified,500
2428,House,2 Bedrooms,400
2428,House,3 Bedrooms,550
2428,House,4 or more Bedrooms,650
2428,Other,Total,
2428,Other,Bedsitter,
2428,Other,1 Bedroom,
2428,Other,Not Specified,
2428,Other,2 Bedrooms,
2428,Other,3 Bedrooms,
2428,Other,4 or more Bedrooms,
2428,Townhouse,Total,493
2428,Townhouse,1 Bedroom,
2428,Townhouse,Not Specified,
2428,Townhouse,2 Bedrooms,
2428,Townhouse,3 Bedrooms,
2428,Townhouse,4 or more Bedrooms,
2428,Flat/Unit,Total,390
2428,Flat/Unit,Bedsitter,
2428,Flat/Unit,1 Bedroom,315
2428,Flat/Unit,Not Specified,
2428,Flat/Unit,2 Bedrooms,400
2428,Flat/Unit,3 Bedrooms,480
2428,Flat/Unit,4 or more Bedrooms,
2429,Total,Total,405
2429,Total,1 Bedroom,
2429,Total,Not Specified,
2429,Total,2 Bedrooms,
2429,Total,3 Bedrooms,445
2429,Total,4 or more Bedrooms,
2429,House,Total,420
2429,House,1 Bedroom,
2429,House,Not Specified,
2429,House,2 Bedrooms,
2429,House,3 Bedrooms,445
2429,House,4 or more Bedrooms,
2429,Other,Total,
2429,Other,1 Bedroom,
2429,Other,Not Specified,
2429,Other,2 Bedrooms,
2429,Other,3 Bedrooms,
2429,Townhouse,Total,
2429,Townhouse,1 Bedroom,
2429,Townhouse,2 Bedrooms,
2429,Townhouse,3 Bedrooms,
2429,Flat/Unit,Total,
2429,Flat/Unit,1 Bedroom,
2429,Flat/Unit,Not Specified,
2429,Flat/Unit,2 Bedrooms,
2429,Flat/Unit,3 Bedrooms,
2430,Total,Total,430
2430,Total,Bedsitter,
2430,Total,1 Bedroom,250
2430,Total,Not Specified,420
2430,Total,2 Bedrooms,365
2430,Total,3 Bedrooms,460
2430,Total,4 or more Bedrooms,550
2430,House,Total,460
2430,House,Bedsitter,
2430,House,1 Bedroom,
2430,House,Not Specified,420
2430,House,2 Bedrooms,420
2430,House,3 Bedrooms,460
2430,House,4 or more Bedrooms,550
2430,Other,Total,
2430,Other,Bedsitter,
2430,Other,1 Bedroom,
2430,Other,Not Specified,
2430,Other,2 Bedrooms,
2430,Other,3 Bedrooms,
2430,Other,4 or more Bedrooms,
2430,Townhouse,Total,
2430,Townhouse,1 Bedroom,
2430,Townhouse,Not Specified,
2430,Townhouse,2 Bedrooms,
2430,Townhouse,3 Bedrooms,
2430,Townhouse,4 or more Bedrooms,
2430,Flat/Unit,Total,325
2430,Flat/Unit,Bedsitter,
2430,Flat/Unit,1 Bedroom,250
2430,Flat/Unit,Not Specified,
2430,Flat/Unit,2 Bedrooms,350
2430,Flat/Unit,3 Bedrooms,
2430,Flat/Unit,4 or more Bedrooms,
2431,Total,Total,430
2431,Total,Bedsitter,
2431,Total,1 Bedroom,
2431,Total,Not Specified,450
2431,Total,2 Bedrooms,355
2431,Total,3 Bedrooms,470
2431,Total,4 or more Bedrooms,
2431,House,Total,455
2431,House,1 Bedroom,
2431,House,Not Specified,450
2431,House,2 Bedrooms,
2431,House,3 Bedrooms,
2431,House,4 or more Bedrooms,
2431,Other,Total,
2431,Other,Bedsitter,
2431,Other,1 Bedroom,
2431,Other,Not Specified,
2431,Other,2 Bedrooms,
2431,Other,3 Bedrooms,
2431,Townhouse,Total,
2431,Townhouse,2 Bedrooms,
2431,Townhouse,3 Bedrooms,
2431,Townhouse,4 or more Bedrooms,
2431,Flat/Unit,Total,350
2431,Flat/Unit,1 Bedroom,
2431,Flat/Unit,Not Specified,
2431,Flat/Unit,2 Bedrooms,
2431,Flat/Unit,3 Bedrooms,
2439,Total,Total,
2439,Total,1 Bedroom,
2439,Total,Not Specified,
2439,Total,2 Bedrooms,
2439,Total,3 Bedrooms,
2439,Total,4 or more Bedrooms,
2439,House,Total,
2439,House,1 Bedroom,
2439,House,Not Specified,
2439,House,2 Bedrooms,
2439,House,3 Bedrooms,
2439,House,4 or more Bedrooms,
2439,Other,Total,
2439,Other,1 Bedroom,
2439,Other,Not Specified,
2439,Other,2 Bedrooms,
2439,Other,3 Bedrooms,
2439,Townhouse,Total,
2439,Townhouse,2 Bedrooms,
2439,Townhouse,3 Bedrooms,
2439,Flat/Unit,Total,
2439,Flat/Unit,1 Bedroom,
2439,Flat/Unit,Not Specified,
2439,Flat/Unit,2 Bedrooms,
2439,Flat/Unit,3 Bedrooms,
2440,Total,Total,405
2440,Total,Bedsitter,
2440,Total,1 Bedroom,200
2440,Total,Not Specified,425
2440,Total,2 Bedrooms,330
2440,Total,3 Bedrooms,440
2440,Total,4 or more Bedrooms,495
2440,House,Total,430
2440,House,Bedsitter,
2440,House,1 Bedroom,
2440,House,Not Specified,428
2440,House,2 Bedrooms,
2440,House,3 Bedrooms,440
2440,House,4 or more Bedrooms,
2440,Other,Total,
2440,Other,Bedsitter,
2440,Other,1 Bedroom,
2440,Other,Not Specified,
2440,Other,2 Bedrooms,
2440,Other,3 Bedrooms,
2440,Other,4 or more Bedrooms,
2440,Townhouse,Total,
2440,Townhouse,1 Bedroom,
2440,Townhouse,2 Bedrooms,
2440,Townhouse,3 Bedrooms,
2440,Flat/Unit,Total,320
2440,Flat/Unit,1 Bedroom,
2440,Flat/Unit,Not Specified,
2440,Flat/Unit,2 Bedrooms,315
2440,Flat/Unit,3 Bedrooms,
2440,Flat/Unit,4 or more Bedrooms,
2441,Total,Total,440
2441,Total,Bedsitter,
2441,Total,1 Bedroom,
2441,Total,Not Specified,
2441,Total,2 Bedrooms,
2441,Total,3 Bedrooms,
2441,Total,4 or more Bedrooms,
2441,House,Total,440
2441,House,1 Bedroom,
2441,House,Not Specified,
2441,House,2 Bedrooms,
2441,House,3 Bedrooms,
2441,House,4 or more Bedrooms,
2441,Other,Total,
2441,Other,Bedsitter,
2441,Other,Not Specified,
2441,Other,2 Bedrooms,
2441,Other,4 or more Bedrooms,
2441,Townhouse,Total,
2441,Townhouse,2 Bedrooms,
2441,Flat/Unit,Total,
2441,Flat/Unit,Bedsitter,
2441,Flat/Unit,1 Bedroom,
2441,Flat/Unit,Not Specified,
2441,Flat/Unit,2 Bedrooms,
2441,Flat/Unit,3 Bedrooms,
2441,Flat/Unit,4 or more Bedrooms,
2443,Total,Total,450
2443,Total,Bedsitter,
2443,Total,1 Bedroom,
2443,Total,Not Specified,
2443,Total,2 Bedrooms,400
2443,Total,3 Bedrooms,520
2443,Total,4 or more Bedrooms,
2443,House,Total,460
2443,House,1 Bedroom,
2443,House,Not Specified,
2443,House,2 Bedrooms,
2443,House,3 Bedrooms,520
2443,House,4 or more Bedrooms,
2443,Other,Total,
2443,Other,Bedsitter,
2443,Other,1 Bedroom,
2443,Other,Not Specified,
2443,Other,2 Bedrooms,
2443,Other,3 Bedrooms,
2443,Townhouse,Total,
2443,Townhouse,2 Bedrooms,
2443,Townhouse,3 Bedrooms,
2443,Flat/Unit,Total,390
2443,Flat/Unit,1 Bedroom,
2443,Flat/Unit,Not Specified,
2443,Flat/Unit,2 Bedrooms,
2443,Flat/Unit,3 Bedrooms,
2443,Flat/Unit,4 or more Bedrooms,
2444,Total,Total,550
2444,Total,Bedsitter,
2444,Total,1 Bedroom,300
2444,Total,Not Specified,565
2444,Total,2 Bedrooms,450
2444,Total,3 Bedrooms,580
2444,Total,4 or more Bedrooms,700
2444,House,Total,580
2444,House,1 Bedroom,
2444,House,Not Specified,570
2444,House,2 Bedrooms,460
2444,House,3 Bedrooms,590
2444,House,4 or more Bedrooms,700
2444,Other,Total,450
2444,Other,Bedsitter,
2444,Other,1 Bedroom,
2444,Other,Not Specified,
2444,Other,2 Bedrooms,
2444,Other,3 Bedrooms,
2444,Other,4 or more Bedrooms,
2444,Townhouse,Total,528
2444,Townhouse,Bedsitter,
2444,Townhouse,1 Bedroom,
2444,Townhouse,Not Specified,
2444,Townhouse,2 Bedrooms,465
2444,Townhouse,3 Bedrooms,550
2444,Townhouse,4 or more Bedrooms,
2444,Flat/Unit,Total,420
2444,Flat/Unit,Bedsitter,
2444,Flat/Unit,1 Bedroom,300
2444,Flat/Unit,Not Specified,
2444,Flat/Unit,2 Bedrooms,425
2444,Flat/Unit,3 Bedrooms,560
2444,Flat/Unit,4 or more Bedrooms,
2445,Total,Total,600
2445,Total,1 Bedroom,
2445,Total,Not Specified,600
2445,Total,2 Bedrooms,
2445,Total,3 Bedrooms,590
2445,Total,4 or more Bedrooms,700
2445,House,Total,620
2445,House,1 Bedroom,
2445,House,Not Specified,600
2445,House,2 Bedrooms,
2445,House,3 Bedrooms,590
2445,House,4 or more Bedrooms,700
2445,Other,Total,
2445,Other,1 Bedroom,
2445,Other,Not Specified,
2445,Other,2 Bedrooms,
2445,Other,3 Bedrooms,
2445,Other,4 or more Bedrooms,
2445,Townhouse,Total,
2445,Townhouse,1 Bedroom,
2445,Townhouse,2 Bedrooms,
2445,Townhouse,3 Bedrooms,
2445,Townhouse,4 or more Bedrooms,
2445,Flat/Unit,Total,
2445,Flat/Unit,1 Bedroom,
2445,Flat/Unit,Not Specified,
2445,Flat/Unit,2 Bedrooms,
2445,Flat/Unit,3 Bedrooms,
2445,Flat/Unit,4 or more Bedrooms,
2446,Total,Total,525
2446,Total,1 Bedroom,
2446,Total,Not Specified,505
2446,Total,2 Bedrooms,
2446,Total,3 Bedrooms,500
2446,Total,4 or more Bedrooms,698
2446,House,Total,543
2446,House,1 Bedroom,
2446,House,Not Specified,510
2446,House,2 Bedrooms,
2446,House,3 Bedrooms,500
2446,House,4 or more Bedrooms,698
2446,Other,Total,
2446,Other,1 Bedroom,
2446,Other,Not Specified,
2446,Other,2 Bedrooms,
2446,Other,3 Bedrooms,
2446,Other,4 or more Bedrooms,
2446,Townhouse,Total,
2446,Townhouse,1 Bedroom,
2446,Townhouse,Not Specified,
2446,Townhouse,2 Bedrooms,
2446,Townhouse,3 Bedrooms,
2446,Townhouse,4 or more Bedrooms,
2446,Flat/Unit,Total,
2446,Flat/Unit,1 Bedroom,
2446,Flat/Unit,Not Specified,
2446,Flat/Unit,2 Bedrooms,
2446,Flat/Unit,3 Bedrooms,
2446,Flat/Unit,4 or more Bedrooms,
2447,Total,Total,460
2447,Total,Bedsitter,
2447,Total,1 Bedroom,
2447,Total,Not Specified,
2447,Total,2 Bedrooms,
2447,Total,3 Bedrooms,460
2447,Total,4 or more Bedrooms,
2447,House,Total,475
2447,House,1 Bedroom,
2447,House,Not Specified,
2447,House,2 Bedrooms,
2447,House,3 Bedrooms,
2447,House,4 or more Bedrooms,
2447,Other,Total,
2447,Other,Bedsitter,
2447,Other,1 Bedroom,
2447,Other,Not Specified,
2447,Other,2 Bedrooms,
2447,Other,3 Bedrooms,
2447,Other,4 or more Bedrooms,
2447,Townhouse,Total,
2447,Townhouse,Not Specified,
2447,Townhouse,2 Bedrooms,
2447,Townhouse,3 Bedrooms,
2447,Townhouse,4 or more Bedrooms,
2447,Flat/Unit,Total,
2447,Flat/Unit,Bedsitter,
2447,Flat/Unit,1 Bedroom,
2447,Flat/Unit,Not Specified,
2447,Flat/Unit,2 Bedrooms,
2447,Flat/Unit,3 Bedrooms,
2448,Total,Total,460
2448,Total,Bedsitter,
2448,Total,1 Bedroom,
2448,Total,Not Specified,
2448,Total,2 Bedrooms,420
2448,Total,3 Bedrooms,510
2448,Total,4 or more Bedrooms,
2448,House,Total,520
2448,House,1 Bedroom,
2448,House,Not Specified,
2448,House,2 Bedrooms,
2448,House,3 Bedrooms,535
2448,House,4 or more Bedrooms,
2448,Other,Total,
2448,Other,Bedsitter,
2448,Other,1 Bedroom,
2448,Other,Not Specified,
2448,Other,2 Bedrooms,
2448,Other,3 Bedrooms,
2448,Other,4 or more Bedrooms,
2448,Townhouse,Total,
2448,Townhouse,Not Specified,
2448,Townhouse,2 Bedrooms,
2448,Townhouse,3 Bedrooms,
2448,Flat/Unit,Total,400
2448,Flat/Unit,Bedsitter,
2448,Flat/Unit,1 Bedroom,
2448,Flat/Unit,Not Specified,
2448,Flat/Unit,2 Bedrooms,415
2448,Flat/Unit,3 Bedrooms,
2448,Flat/Unit,4 or more Bedrooms,
2449,Total,Total,
2449,Total,Bedsitter,
2449,Total,1 Bedroom,
2449,Total,Not Specified,
2449,Total,2 Bedrooms,
2449,Total,3 Bedrooms,
2449,Total,4 or more Bedrooms,
2449,House,Total,
2449,House,Bedsitter,
2449,House,1 Bedroom,
2449,House,Not Specified,
2449,House,2 Bedrooms,
2449,House,3 Bedrooms,
2449,House,4 or more Bedrooms,
2449,Other,Total,
2449,Other,1 Bedroom,
2449,Other,2 Bedrooms,
2449,Other,3 Bedrooms,
2449,Other,4 or more Bedrooms,
2449,Townhouse,Total,
2449,Townhouse,2 Bedrooms,
2449,Townhouse,3 Bedrooms,
2449,Flat/Unit,Total,
2449,Flat/Unit,1 Bedroom,
2449,Flat/Unit,2 Bedrooms,
2449,Flat/Unit,3 Bedrooms,
2450,Total,Total,550
2450,Total,Bedsitter,
2450,Total,1 Bedroom,398
2450,Total,Not Specified,570
2450,Total,2 Bedrooms,480
2450,Total,3 Bedrooms,603
2450,Total,4 or more Bedrooms,710
2450,House,Total,600
2450,House,1 Bedroom,
2450,House,Not Specified,580
2450,House,2 Bedrooms,480
2450,House,3 Bedrooms,610
2450,House,4 or more Bedrooms,710
2450,Other,Total,540
2450,Other,Bedsitter,
2450,Other,1 Bedroom,
2450,Other,Not Specified,550
2450,Other,2 Bedrooms,
2450,Other,3 Bedrooms,
2450,Other,4 or more Bedrooms,
2450,Townhouse,Total,550
2450,Townhouse,1 Bedroom,
2450,Townhouse,Not Specified,
2450,Townhouse,2 Bedrooms,500
2450,Townhouse,3 Bedrooms,600
2450,Townhouse,4 or more Bedrooms,
2450,Flat/Unit,Total,450
2450,Flat/Unit,Bedsitter,
2450,Flat/Unit,1 Bedroom,400
2450,Flat/Unit,Not Specified,
2450,Flat/Unit,2 Bedrooms,460
2450,Flat/Unit,3 Bedrooms,
2450,Flat/Unit,4 or more Bedrooms,
2452,Total,Total,550
2452,Total,Bedsitter,
2452,Total,1 Bedroom,
2452,Total,Not Specified,580
2452,Total,2 Bedrooms,450
2452,Total,3 Bedrooms,595
2452,Total,4 or more Bedrooms,680
2452,House,Total,590
2452,House,1 Bedroom,
2452,House,Not Specified,580
2452,House,2 Bedrooms,
2452,House,3 Bedrooms,600
2452,House,4 or more Bedrooms,680
2452,Other,Total,
2452,Other,Bedsitter,
2452,Other,1 Bedroom,
2452,Other,Not Specified,
2452,Other,2 Bedrooms,
2452,Other,3 Bedrooms,
2452,Other,4 or more Bedrooms,
2452,Townhouse,Total,
2452,Townhouse,1 Bedroom,
2452,Townhouse,Not Specified,
2452,Townhouse,2 Bedrooms,
2452,Townhouse,3 Bedrooms,
2452,Townhouse,4 or more Bedrooms,
2452,Flat/Unit,Total,420
2452,Flat/Unit,Bedsitter,
2452,Flat/Unit,1 Bedroom,
2452,Flat/Unit,Not Specified,
2452,Flat/Unit,2 Bedrooms,450
2452,Flat/Unit,3 Bedrooms,
2452,Flat/Unit,4 or more Bedrooms,
2453,Total,Total,400
2453,Total,1 Bedroom,
2453,Total,Not Specified,
2453,Total,2 Bedrooms,
2453,Total,3 Bedrooms,
2453,Total,4 or more Bedrooms,
2453,House,Total,400
2453,House,1 Bedroom,
2453,House,Not Specified,
2453,House,2 Bedrooms,
2453,House,3 Bedrooms,
2453,House,4 or more Bedrooms,
2453,Other,Total,
2453,Other,1 Bedroom,
2453,Other,Not Specified,
2453,Other,2 Bedrooms,
2453,Townhouse,Total,
2453,Townhouse,2 Bedrooms,
2453,Flat/Unit,Total,
2453,Flat/Unit,1 Bedroom,
2453,Flat/Unit,2 Bedrooms,
2453,Flat/Unit,3 Bedrooms,
2454,Total,Total,550
2454,Total,Bedsitter,
2454,Total,1 Bedroom,
2454,Total,Not Specified,
2454,Total,2 Bedrooms,
2454,Total,3 Bedrooms,
2454,Total,4 or more Bedrooms,
2454,House,Total,560
2454,House,1 Bedroom,
2454,House,Not Specified,
2454,House,2 Bedrooms,
2454,House,3 Bedrooms,
2454,House,4 or more Bedrooms,
2454,Other,Total,
2454,Other,Bedsitter,
2454,Other,1 Bedroom,
2454,Other,Not Specified,
2454,Other,2 Bedrooms,
2454,Other,3 Bedrooms,
2454,Other,4 or more Bedrooms,
2454,Townhouse,Total,
2454,Townhouse,1 Bedroom,
2454,Townhouse,2 Bedrooms,
2454,Townhouse,3 Bedrooms,
2454,Flat/Unit,Total,
2454,Flat/Unit,1 Bedroom,
2454,Flat/Unit,Not Specified,
2454,Flat/Unit,2 Bedrooms,
2454,Flat/Unit,3 Bedrooms,
2455,Total,Total,450
2455,Total,Bedsitter,
2455,Total,1 Bedroom,
2455,Total,Not Specified,
2455,Total,2 Bedrooms,
2455,Total,3 Bedrooms,
2455,Total,4 or more Bedrooms,
2455,House,Total,
2455,House,1 Bedroom,
2455,House,Not Specified,
2455,House,2 Bedrooms,
2455,House,3 Bedrooms,
2455,House,4 or more Bedrooms,
2455,Other,Total,
2455,Other,Bedsitter,
2455,Other,1 Bedroom,
2455,Other,Not Specified,
2455,Other,2 Bedrooms,
2455,Other,4 or more Bedrooms,
2455,Townhouse,Total,
2455,Townhouse,2 Bedrooms,
2455,Townhouse,3 Bedrooms,
2455,Flat/Unit,Total,
2455,Flat/Unit,1 Bedroom,
2455,Flat/Unit,Not Specified,
2455,Flat/Unit,2 Bedrooms,
2455,Flat/Unit,3 Bedrooms,
2456,Total,Total,580
2456,Total,Bedsitter,
2456,Total,1 Bedroom,
2456,Total,Not Specified,610
2456,Total,2 Bedrooms,480
2456,Total,3 Bedrooms,580
2456,Total,4 or more Bedrooms,740
2456,House,Total,625
2456,House,1 Bedroom,
2456,House,Not Specified,625
2456,House,2 Bedrooms,480
2456,House,3 Bedrooms,590
2456,House,4 or more Bedrooms,740
2456,Other,Total,
2456,Other,Bedsitter,
2456,Other,1 Bedroom,
2456,Other,Not Specified,
2456,Other,2 Bedrooms,
2456,Other,3 Bedrooms,
2456,Other,4 or more Bedrooms,
2456,Townhouse,Total,
2456,Townhouse,1 Bedroom,
2456,Townhouse,Not Specified,
2456,Townhouse,2 Bedrooms,
2456,Townhouse,3 Bedrooms,
2456,Townhouse,4 or more Bedrooms,
2456,Flat/Unit,Total,460
2456,Flat/Unit,1 Bedroom,
2456,Flat/Unit,Not Specified,
2456,Flat/Unit,2 Bedrooms,
2456,Flat/Unit,3 Bedrooms,
2456,Flat/Unit,4 or more Bedrooms,
2460,Total,Total,420
2460,Total,Bedsitter,
2460,Total,1 Bedroom,260
2460,Total,Not Specified,420
2460,Total,2 Bedrooms,340
2460,Total,3 Bedrooms,450
2460,Total,4 or more Bedrooms,490
2460,House,Total,440
2460,House,1 Bedroom,
2460,House,Not Specified,428
2460,House,2 Bedrooms,350
2460,House,3 Bedrooms,450
2460,House,4 or more Bedrooms,600
2460,Other,Total,
2460,Other,Bedsitter,
2460,Other,1 Bedroom,
2460,Other,Not Specified,
2460,Other,2 Bedrooms,
2460,Other,3 Bedrooms,
2460,Other,4 or more Bedrooms,
2460,Townhouse,Total,400
2460,Townhouse,1 Bedroom,
2460,Townhouse,Not Specified,
2460,Townhouse,2 Bedrooms,
2460,Townhouse,3 Bedrooms,
2460,Townhouse,4 or more Bedrooms,
2460,Flat/Unit,Total,315
2460,Flat/Unit,Bedsitter,
2460,Flat/Unit,1 Bedroom,
2460,Flat/Unit,Not Specified,
2460,Flat/Unit,2 Bedrooms,320
2460,Flat/Unit,3 Bedrooms,
2460,Flat/Unit,4 or more Bedrooms,
2462,Total,Total,
2462,Total,1 Bedroom,
2462,Total,Not Specified,
2462,Total,2 Bedrooms,
2462,Total,3 Bedrooms,
2462,Total,4 or more Bedrooms,
2462,House,Total,
2462,House,1 Bedroom,
2462,House,Not Specified,
2462,House,2 Bedrooms,
2462,House,3 Bedrooms,
2462,House,4 or more Bedrooms,
2462,Other,Total,
2462,Other,1 Bedroom,
2462,Other,Not Specified,
2462,Other,2 Bedrooms,
2462,Other,3 Bedrooms,
2462,Townhouse,Total,
2462,Townhouse,3 Bedrooms,
2462,Flat/Unit,Total,
2462,Flat/Unit,1 Bedroom,
2462,Flat/Unit,2 Bedrooms,
2462,Flat/Unit,3 Bedrooms,
2463,Total,Total,475
2463,Total,Bedsitter,
2463,Total,1 Bedroom,
2463,Total,Not Specified,470
2463,Total,2 Bedrooms,
2463,Total,3 Bedrooms,483
2463,Total,4 or more Bedrooms,555
2463,House,Total,480
2463,House,1 Bedroom,
2463,House,Not Specified,470
2463,House,2 Bedrooms,
2463,House,3 Bedrooms,
2463,House,4 or more Bedrooms,555
2463,Other,Total,
2463,Other,Bedsitter,
2463,Other,1 Bedroom,
2463,Other,Not Specified,
2463,Other,2 Bedrooms,
2463,Other,3 Bedrooms,
2463,Other,4 or more Bedrooms,
2463,Townhouse,Total,
2463,Townhouse,1 Bedroom,
2463,Townhouse,Not Specified,
2463,Townhouse,2 Bedrooms,
2463,Townhouse,3 Bedrooms,
2463,Townhouse,4 or more Bedrooms,
2463,Flat/Unit,Total,
2463,Flat/Unit,1 Bedroom,
2463,Flat/Unit,Not Specified,
2463,Flat/Unit,2 Bedrooms,
2463,Flat/Unit,3 Bedrooms,
2463,Flat/Unit,4 or more Bedrooms,
2464,Total,Total,535
2464,Total,1 Bedroom,
2464,Total,Not Specified,
2464,Total,2 Bedrooms,450
2464,Total,3 Bedrooms,590
2464,Total,4 or more Bedrooms,690
2464,House,Total,600
2464,House,1 Bedroom,
2464,House,Not Specified,
2464,House,2 Bedrooms,470
2464,House,3 Bedrooms,620
2464,House,4 or more Bedrooms,690
2464,Other,Total,
2464,Other,1 Bedroom,
2464,Other,Not Specified,
2464,Other,2 Bedrooms,
2464,Other,3 Bedrooms,
2464,Other,4 or more Bedrooms,
2464,Townhouse,Total,
2464,Townhouse,1 Bedroom,
2464,Townhouse,Not Specified,
2464,Townhouse,2 Bedrooms,
2464,Townhouse,3 Bedrooms,
2464,Townhouse,4 or more Bedrooms,
2464,Flat/Unit,Total,450
2464,Flat/Unit,1 Bedroom,
2464,Flat/Unit,Not Specified,
2464,Flat/Unit,2 Bedrooms,450
2464,Flat/Unit,3 Bedrooms,
2464,Flat/Unit,4 or more Bedrooms,
2465,Total,Total,
2465,Total,Not Specified,
2465,Total,2 Bedrooms,
2465,Total,3 Bedrooms,
2465,Total,4 or more Bedrooms,
2465,House,Total,
2465,House,Not Specified,
2465,House,2 Bedrooms,
2465,House,3 Bedrooms,
2465,House,4 or more Bedrooms,
